model,unique_id,cutoff,n,scale,mae,wape,mase,pinball,coverage,mean_actual
AutoARIMA,FOODS_1_042_TX_1,2016-04-24,28,3.639281129653402,3.4221490919728272,0.939413476227835,0.9403365582528509,0.9857181369030741,0.7142857142857143,3.642857142857143
AutoARIMA,FOODS_1_042_TX_1,2016-05-22,28,3.6530359355638167,3.3516687764104414,0.48878502989318934,0.9175022735967524,1.061851554115415,0.7142857142857143,6.857142857142857
AutoARIMA,FOODS_1_054_TX_3,2016-02-28,28,0.7662517289073306,0.5641056463825687,1.1282112927651373,0.7361884157664208,0.16865629060463455,0.9285714285714286,0.5
AutoARIMA,FOODS_1_054_TX_3,2016-03-27,28,0.7656458055925432,0.7850493242751977,1.2930224164532669,1.0253426826620409,0.2692621807540449,0.8928571428571429,0.6071428571428571
AutoARIMA,FOODS_1_054_TX_3,2016-04-24,28,0.7753530166880617,0.5534561470850389,3.099354423676218,0.71381181883981,0.16639909445808776,0.9642857142857143,0.17857142857142858
AutoARIMA,FOODS_1_054_TX_3,2016-05-22,28,0.7620817843866171,0.37636377518427555,2.107637141031943,0.4938627098759518,0.12027112603770439,0.9642857142857143,0.17857142857142858
AutoARIMA,FOODS_1_070_CA_2,2016-02-28,28,0.8354080221300139,1.2691218136274354,0.7560725698205998,1.519164025252708,0.4213749190269983,0.8214285714285714,1.6785714285714286
AutoARIMA,FOODS_1_070_CA_2,2016-03-27,28,0.8668442077230359,0.9909299507435879,0.8670637069006394,1.14314653303907,0.28814668527611215,0.8928571428571429,1.1428571428571428
AutoARIMA,FOODS_1_070_CA_2,2016-04-24,28,0.8793324775353016,1.061516768667099,0.707677845778066,1.2071847631995185,0.31504442593320314,0.8571428571428571,1.5
AutoARIMA,FOODS_1_070_CA_2,2016-05-22,28,0.8983890954151177,1.3512103014936994,1.455149555454753,1.504036845938504,0.4040024525883981,0.9285714285714286,0.9285714285714286
AutoARIMA,FOODS_1_071_TX_1,2016-02-28,28,0.9695712309820194,0.7549080886648947,1.9215842256924593,0.7785999259696417,0.20465778350806024,1.0,0.39285714285714285
AutoARIMA,FOODS_1_071_TX_1,2016-03-27,28,0.9547270306258322,0.7861232804211193,2.0010410774355765,0.823401092881814,0.2280843091919495,0.9642857142857143,0.39285714285714285
AutoARIMA,FOODS_1_071_TX_1,2016-04-24,28,0.9396662387676509,0.9891982440836692,2.517959166758431,1.0527123389906807,0.3329850702682086,0.9642857142857143,0.39285714285714285
AutoARIMA,FOODS_1_071_TX_1,2016-05-22,28,0.9268897149938042,0.7145902896166871,0.9094785504212382,0.770955031712121,0.20849149776407655,0.9642857142857143,0.7857142857142857
AutoARIMA,FOODS_1_082_TX_3,2016-02-28,28,2.7786998616874135,2.9982729542129403,0.6457818670612487,1.0790200825763843,1.0132179133894217,0.8571428571428571,4.642857142857143
AutoARIMA,FOODS_1_082_TX_3,2016-03-27,28,2.81491344873502,3.27617686750717,1.6093500401789607,1.1638641568107306,0.9042220763408447,0.6785714285714286,2.0357142857142856
